StudentID,EventType,Timestamp,AdditionalInfo,,
13,Play,2025-07-14T06:52:20.062Z,"Subject: Computer Vision, Lecture: CV_L2.mp4, Info: ",,
13,LectureOpened,2025-07-14T06:52:25.661Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: Started video: Lec_video.mp4",,
13,LectureOpened,2025-07-14T06:52:29.213Z,"Subject: Data Structures, Lecture: CNS_Lec_1.mp4, Info: Started video: CNS_Lec_1.mp4",,
13,Play,2025-07-14T06:52:30.972Z,"Subject: Data Structures, Lecture: CNS_Lec_1.mp4, Info: ",,
13,LectureOpened,2025-07-14T06:52:35.540Z,"Subject: Data Structures, Lecture: CNS_Lec_1.mp4, Info: Started video: CNS_Lec_1.mp4",,
13,Play,2025-07-14T06:52:37.748Z,"Subject: Data Structures, Lecture: CNS_Lec_1.mp4, Info: ",,
13,LectureOpened,2025-07-14T06:52:41.941Z,"Subject: Data Science, Lecture: Lec_1.mp4, Info: Started video: Lec_1.mp4",,
13,LectureOpened,2025-07-14T06:52:43.452Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: Started video: Lec_video.mp4",,
13,LectureOpened,2025-07-14T06:52:44.637Z,"Subject: Computer Vision, Lecture: CV_L2.mp4, Info: Started video: CV_L2.mp4",,
13,LectureOpened,2025-07-14T06:52:45.901Z,"Subject: Computer Vision, Lecture: CV_L2.mp4, Info: Started video: CV_L2.mp4",,
13,PageClosed,2025-07-14T06:52:57.708Z,"Subject: Computer Vision, Lecture: CV_L2.mp4, Info: ",,
13,TabSwitch,2025-07-14T06:52:57.709Z,"Subject: Computer Vision, Lecture: CV_L2.mp4, Info: User switched tabs",,
,PageClosed,2025-07-14T07:10:37.853Z,"Subject: , Lecture: , Info: ",,
S1424,LectureOpened,2025-07-14T07:10:39.577Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: Started video: Lec_video.mp4",,
S1424,Play,2025-07-14T07:10:41.234Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: ",,
S1424,Seeking,2025-07-14T07:10:57.669Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 55.28703891253099",,
S1424,Seeking,2025-07-14T07:10:57.701Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 138.94029088380438",,
S1424,Seeking,2025-07-14T07:10:57.685Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 97.11361033034822",,
S1424,Seeking,2025-07-14T07:10:57.733Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 215.21238258170587",,
S1424,Seeking,2025-07-14T07:10:57.716Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 175.84615981082123",,
S1424,Seeking,2025-07-14T07:10:57.782Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 340.6923203033706",,
S1424,Seeking,2025-07-14T07:10:57.766Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 298.8657436886182",,
S1424,Seeked,2025-07-14T07:10:57.765Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 298.8657436886182",,
S1424,Seeking,2025-07-14T07:10:57.749Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 257.039063135162",,
S1424,Seeking,2025-07-14T07:10:57.799Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 382.5190008568267",,
S1424,Seeking,2025-07-14T07:10:57.832Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 451.4099062966804",,
S1424,Seeking,2025-07-14T07:10:57.816Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 419.4248489961028",,
S1424,Seeking,2025-07-14T07:10:57.849Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 478.4742559095224",,
S1424,Seeked,2025-07-14T07:10:57.862Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 478.4742559",,
S1424,Seeking,2025-07-14T07:10:57.865Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 493.2365868501365",,
S1424,Seeking,2025-07-14T07:10:57.882Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 510.45927163461846",,
S1424,Seeked,2025-07-14T07:10:57.898Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 510.4592716",,
S1424,Seeking,2025-07-14T07:10:57.899Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 527.6820811455449",,
S1424,Seeked,2025-07-14T07:10:57.905Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 527.5416666666666",,
S1424,Seeking,2025-07-14T07:10:57.915Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 547.3651613493761",,
S1424,Seeked,2025-07-14T07:10:57.930Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 547.3651613",,
S1424,Seeking,2025-07-14T07:10:57.932Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 564.5879708603024",,
S1424,Seeked,2025-07-14T07:10:57.938Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 564.3333333333334",,
S1424,Seeking,2025-07-14T07:10:57.949Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 581.8106556447844",,
S1424,Seeked,2025-07-14T07:10:57.955Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 581.8333333333334",,
S1424,Seeking,2025-07-14T07:10:57.965Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 596.5730281608801",,
S1424,Seeked,2025-07-14T07:10:57.981Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 596.5730281",,
S1424,Seeking,2025-07-14T07:10:57.983Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 603.9541728434464",,
S1424,Seeking,2025-07-14T07:10:57.999Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 611.3353591014942",,
S1424,Seeking,2025-07-14T07:10:58.016Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 616.2561915156742",,
S1424,Seeking,2025-07-14T07:10:58.032Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 621.1768992034098",,
S1424,Seeked,2025-07-14T07:10:58.061Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 621.1768992",,
S1424,Seeking,2025-07-14T07:10:58.106Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 623.6373361",,
S1424,Seeking,2025-07-14T07:10:58.081Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 623.6373361982405",,
S1424,Seeked,2025-07-14T07:10:58.106Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 623.6373361",,
S1424,Seeking,2025-07-14T07:10:58.119Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 630.0823257640004",,
S1424,Seeking,2025-07-14T07:10:58.132Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 630.6114153414965",,
S1424,Seeking,2025-07-14T07:10:58.148Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 628.5580438859761",,
S1424,Seeked,2025-07-14T07:10:58.478Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 628.676128016715",,
S1424,Seeking,2025-07-14T07:10:59.468Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 692.9701890063783",,
S1424,Seeking,2025-07-14T07:10:59.490Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 766.781926860412",,
S1424,Seeking,2025-07-14T07:10:59.503Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 838.1332692950964",,
S1424,Seeking,2025-07-14T07:10:59.519Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 899.6430300523838",,
S1424,Seeked,2025-07-14T07:10:59.534Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 899.375",,
S1424,Seeking,2025-07-14T07:10:59.535Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 953.7715629761418",,
S1424,Seeking,2025-07-14T07:10:59.551Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1007.9002622018259",,
S1424,Seeking,2025-07-14T07:10:59.567Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1054.6476504430175",,
S1424,Seeking,2025-07-14T07:10:59.583Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1089.0931863139074",,
S1424,Seeking,2025-07-14T07:10:59.600Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1118.6178481951356",,
S1424,Seeked,2025-07-14T07:10:59.614Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1118.375",,
S1424,Seeking,2025-07-14T07:10:59.617Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1135.840574555099",,
S1424,Seeked,2025-07-14T07:10:59.627Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1135.8405745",,
S1424,Seeking,2025-07-14T07:10:59.633Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1145.6820730815332",,
S1424,Seeking,2025-07-14T07:10:59.651Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1150.6029470711946",,
S1424,Seeked,2025-07-14T07:10:59.689Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1150.602947",,
S1424,Seeking,2025-07-14T07:10:59.734Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1154.3426616316042",,
S1424,Seeking,2025-07-14T07:10:59.750Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1155.5927532091737",,
S1424,Seeking,2025-07-14T07:10:59.766Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1156.0677946607273",,
S1424,Seeking,2025-07-14T07:10:59.783Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1156.0586480547986",,
S1424,Seeking,2025-07-14T07:10:59.800Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1155.7633789852262",,
S1424,Seeking,2025-07-14T07:10:59.817Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1155.314363785088",,
S1424,Seeking,2025-07-14T07:10:59.834Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1154.7981626068554",,
S1424,Seeking,2025-07-14T07:10:59.850Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1154.2695719351373",,
S1424,Seeking,2025-07-14T07:10:59.867Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1153.7617690041661",,
S1424,Seeking,2025-07-14T07:10:59.884Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1153.2932133277259",,
S1424,Seeking,2025-07-14T07:10:59.902Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1152.8728852098188",,
S1424,Seeking,2025-07-14T07:10:59.918Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1152.5033623302977",,
S1424,Seeking,2025-07-14T07:10:59.934Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1150.6029470711946",,
S1424,Seeked,2025-07-14T07:11:00.278Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1150.6415192578122",,
S1424,Seeking,2025-07-14T07:11:05.428Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1250.9551834712427",,
S1424,Seeked,2025-07-14T07:11:05.472Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1391.1975144967437",,
S1424,Seeking,2025-07-14T07:11:05.405Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1201.7474413861833",,
S1424,Seeking,2025-07-14T07:11:05.440Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1302.623445702096",,
S1424,Seeking,2025-07-14T07:11:05.456Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1349.3709170942507",,
S1424,Seeking,2025-07-14T07:11:05.476Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1391.1975144967437",,
S1424,Seeked,2025-07-14T07:11:05.481Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1391.5416666666667",,
S1424,Seeking,2025-07-14T07:11:05.505Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1469.9300847649574",,
S1424,Seeking,2025-07-14T07:11:05.489Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1433.0241950502",,
S1424,Seeking,2025-07-14T07:11:05.522Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1504.3755374848843",,
S1424,Seeking,2025-07-14T07:11:05.539Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1531.439845522245",,
S1424,Seeking,2025-07-14T07:11:05.556Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1556.0437165647745",,
S1424,Seeking,2025-07-14T07:11:05.572Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1575.7268799195688",,
S1424,Seeked,2025-07-14T07:11:05.572Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1556.625",,
S1424,Seeked,2025-07-14T07:11:05.583Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1575.7268799",,
S1424,Seeking,2025-07-14T07:11:05.589Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1595.410043274363",,
S1424,Seeked,2025-07-14T07:11:05.603Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1595.4100432",,
S1424,Seeking,2025-07-14T07:11:05.605Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1617.553477322062",,
S1424,Seeked,2025-07-14T07:11:05.612Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1617.5833333333333",,
S1424,Seeking,2025-07-14T07:11:05.622Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1634.7762036820254",,
S1424,Seeking,2025-07-14T07:11:05.639Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1656.9198040316503",,
S1424,Seeking,2025-07-14T07:11:05.656Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1679.0632380793493",,
S1424,Seeking,2025-07-14T07:11:05.672Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1696.2861307412386",,
S1424,Seeking,2025-07-14T07:11:05.689Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1713.508690799276",,
S1424,Seeking,2025-07-14T07:11:05.706Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1728.2711464663348",,
S1424,Seeking,2025-07-14T07:11:05.722Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1738.112561841806",,
S1424,Seeking,2025-07-14T07:11:05.739Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1740.5731651385627",,
S1424,Seeking,2025-07-14T07:11:06.056Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1735.652291148901",,
S1424,Seeked,2025-07-14T07:11:05.773Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1740.5731651",,
S1424,Seeked,2025-07-14T07:11:06.069Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1735.2916666666667",,
S1424,Seeking,2025-07-14T07:11:06.074Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1713.508690799276",,
S1424,Seeking,2025-07-14T07:11:06.089Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1674.1425303916137",,
S1424,Seeking,2025-07-14T07:11:06.106Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1624.9346220046282",,
S1424,Seeked,2025-07-14T07:11:06.099Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1674.1425303",,
S1424,Seeked,2025-07-14T07:11:06.117Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1624.934622",,
S1424,Seeking,2025-07-14T07:11:06.139Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1526.5191378345094",,
S1424,Seeking,2025-07-14T07:11:06.123Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1573.266442924738",,
S1424,Seeking,2025-07-14T07:11:06.173Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1455.167629097899",,
S1424,Seeking,2025-07-14T07:11:06.156Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1487.1528111249208",,
S1424,Seeking,2025-07-14T07:11:06.190Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1425.6430503676336",,
S1424,Seeking,2025-07-14T07:11:06.206Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1408.4203240076702",,
S1424,Seeking,2025-07-14T07:11:06.222Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1393.6579514915745",,
S1424,Seeking,2025-07-14T07:11:06.256Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1373.9747881367803",,
S1424,Seeking,2025-07-14T07:11:06.239Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1383.8162866632144",,
S1424,Seeked,2025-07-14T07:11:06.272Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1373.4583333333333",,
S1424,Seeking,2025-07-14T07:11:06.273Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1364.1332896103463",,
S1424,Seeking,2025-07-14T07:11:06.290Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1356.7520617768168",,
S1424,Seeked,2025-07-14T07:11:06.314Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1354.7083333333333",,
S1424,Seeking,2025-07-14T07:11:06.306Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1354.2916247819862",,
S1424,Seeking,2025-07-14T07:11:06.323Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1349.3709170942507",,
S1424,Seeked,2025-07-14T07:11:06.332Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1349.370917",,
S1424,Seeking,2025-07-14T07:11:06.339Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1346.9104800994198",,
S1424,Seeking,2025-07-14T07:11:06.356Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1344.450126255552",,
S1424,Seeked,2025-07-14T07:11:06.381Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1344.4501262",,
S1424,Seeking,2025-07-14T07:11:06.758Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1351.8312709381185",,
S1424,Seeking,2025-07-14T07:11:06.776Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1373.9747881367803",,
S1424,Seeking,2025-07-14T07:11:06.793Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1410.8805947005749",,
S1424,Seeking,2025-07-14T07:11:06.807Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1445.3262137224278",,
S1424,Seeking,2025-07-14T07:11:06.824Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1474.850792452693",,
S1424,Seeking,2025-07-14T07:11:06.840Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1501.9151004900536",,
S1424,Seeking,2025-07-14T07:11:06.857Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1521.5982638448477",,
S1424,Seeked,2025-07-14T07:11:06.865Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1521.1666666666667",,
S1424,Seeking,2025-07-14T07:11:06.873Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1533.9002825170755",,
S1424,Seeked,2025-07-14T07:11:06.879Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1533.6666666666667",,
S1424,Seeking,2025-07-14T07:11:06.890Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1543.7416978925467",,
S1424,Seeking,2025-07-14T07:11:06.907Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1548.6625718822083",,
S1424,Seeked,2025-07-14T07:11:06.920Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1548.6625718",,
S1424,Seeking,2025-07-14T07:11:06.940Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1556.0437165647745",,
S1424,Seeking,2025-07-14T07:11:06.923Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1553.583279569944",,
S1424,Seeked,2025-07-14T07:11:06.950Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: At: 1556.625",,
S1424,Seeking,2025-07-14T07:11:06.957Z,"Subject: Computer Vision, Lecture: Lec_video.mp4, Info: To: 1560.96442425251",,
